충전소위치,충전소위치상세,휴점일,이용가능시작시간,이용가능종료시간,완속충전가능여부,급속충전가능여부,급속충전기타입,완속충전기개수,급속충전기개수,주차료부과여부,행정구역,지번주소,도로명주소,관리업체,위도,경도,제공기관명,기준일,위도경도
가시리 유채꽃길 펜션,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 표선면 가시리 2723-2,제주특별자치도 서귀포시 표선면 녹산로 45,채비,33.363936,126.7625289999,채비,20240926.0,"[33.363936, 126.7625289999]"
주택(천수로8길7),지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 일도이동 48-4,제주특별자치도 제주시 천수로8길 7,채비,33.503069,126.5428449,채비,20240924.0,"[33.503069, 126.5428449]"
아라마루자치회,지상1층 주차장,입주민 전용,09:00,18:00,True,False,AC완속,4,0,True,제주시,제주특별자치도 제주시 아라이동 830-4,제주특별자치도 제주시 인다1길 45,채비,33.474318,126.552983,채비,20240923.0,"[33.474318, 126.552983]"
제주도수퍼마켓협동조합물류센터,지상1층 주차장,연중무휴,09:00,21:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 이호이동 1033,제주특별자치도 제주시 오광로 82,채비,33.488546,126.458286,채비,20240920.0,"[33.488546, 126.458286]"
뜨레모아7차빌라,알수없음,연중무휴,09:00,18:00,True,False,AC완속,4,0,True,제주시,제주특별자치도 제주시 노형동 2379,제주특별자치도 제주시 광평중길 65-1,채비,33.479595,126.4691049,채비,20240926.0,"[33.479595, 126.4691049]"
CU편의점 서귀덕수점,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 덕수리 2384-1,제주특별자치도 서귀포시 안덕면 덕수서로 7,채비,33.250867135,126.30334014,채비,20240926.0,"[33.250867135, 126.30334014]"
호텔서귀피안,알수없음,연중무휴,09:00,18:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 보목동 1453,제주특별자치도 서귀포시 보목로64번길 178,채비,33.24435466,126.59072985,채비,20240926.0,"[33.24435466, 126.59072985]"
성산보말죽칼국수 성산점,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 391,제주특별자치도 서귀포시 성산읍 해맞이해안로 2725,채비,33.4716835,126.9168988,채비,20240926.0,"[33.4716835, 126.9168988]"
버닝레스트,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 애월읍 하귀2리 2837-7,제주특별자치도 제주시 애월읍 애월해안로 852,채비,33.4887491,126.3890482,채비,20240926.0,"[33.4887491, 126.3890482]"
현대자동차 하이차저10 서귀포지점,지상1층 주차장,연중무휴,09:00,18:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 호근동 606,제주특별자치도 서귀포시 일주동로 8910-7,채비,33.25317,126.537721,채비,20230201.0,"[33.25317, 126.537721]"
현대자동차 하이차저10 연북로지점,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,제주시,제주특별자치도 제주시 도남동 270-8,제주특별자치도 제주시 연북로 454,채비,33.480922,126.529804,채비,20230201.0,"[33.480922, 126.529804]"
포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,알수없음,연중무휴,09:00,18:00,True,False,AC완속,7,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 광평리 산 31-1,제주특별자치도 서귀포시 안덕면 광평로 34-154,채비,33.329168,126.38201899,채비,20240923.0,"[33.329168, 126.38201899]"
허브동산,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 2604-3,제주특별자치도 서귀포시 표선면 돈오름로 180,채비,33.3305218,126.81650438,채비,20240925.0,"[33.3305218, 126.81650438]"
사라봉 다목적체육관,사라봉 다목적체육관(실외),연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 건입동 566,제주특별자치도 제주시 동문로 169,채비,33.514529999,126.54638599,채비,20240926.0,"[33.514529999, 126.54638599]"
이도노브힐 2차,지상 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 이도이동 42-1,제주특별자치도 제주시 신설동길 45-7,채비,33.496726,126.550136,채비,20240926.0,"[33.496726, 126.550136]"
이도노브힐 3차,지상1층 주차장,연중무휴,00:00,24:00,True,True,AC완속,1,1,True,제주시,제주특별자치도 제주시 이도이동 49,제주특별자치도 제주시 신설동길 45-3,채비,33.495865,126.549691,채비,20240926.0,"[33.495865, 126.549691]"
이도노브힐 3차,지상1층 주차장,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,1,1,True,제주시,제주특별자치도 제주시 이도이동 49,제주특별자치도 제주시 신설동길 45-3,채비,33.495865,126.549691,채비,20240926.0,"[33.495865, 126.549691]"
화이트디어 해안1차 야외주차장,야외주차장,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 해안동 2545-5,제주특별자치도 제주시 해안마을서4길 107-1,채비,33.452703,126.452533,채비,20240925.0,"[33.452703, 126.452533]"
호텔 앤 리조트 담모라,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 734,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,채비,33.249696999,126.305963,채비,20240925.0,"[33.249696999, 126.305963]"
캔디원,지상1층 주차장,연중무휴,09:00,18:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 조천읍 선흘리 1776,제주특별자치도 제주시 조천읍 선교로 384,채비,33.471285,126.707705,채비,20240926.0,"[33.471285, 126.707705]"
베롱베롱in행원,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 구좌읍 행원리 165-3,제주특별자치도 제주시 구좌읍 해맞이해안로 820-38,채비,33.553443,126.822445,채비,20240925.0,"[33.553443, 126.822445]"
한라축산 정육식당,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 노형동 149,제주특별자치도 제주시 1100로 3128,채비,33.465868,126.48555799,채비,20240926.0,"[33.465868, 126.48555799]"
석부작박물관(숨도),알수없음,시설 상황에 따라 이용 제한,00:00,24:00,True,True,AC완속,1,2,True,서귀포시,제주특별자치도 서귀포시 호근동 569-2,제주특별자치도 서귀포시 일주동로 8941,채비,33.250448,126.536555,채비,20240926.0,"[33.250448, 126.536555]"
석부작박물관(숨도),알수없음,시설 상황에 따라 이용 제한,00:00,24:00,True,True,DC콤보,1,2,True,서귀포시,제주특별자치도 서귀포시 호근동 569-2,제주특별자치도 서귀포시 일주동로 8941,채비,33.250448,126.536555,채비,20240926.0,"[33.250448, 126.536555]"
파더스가든,알수없음,연중무휴,00:00,24:00,True,True,DC콤보,1,4,True,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 804,제주특별자치도 서귀포시 안덕면 병악로 44-33,채비,33.280498999,126.36543,채비,20240926.0,"[33.280498999, 126.36543]"
신창어촌계(싱계물공원),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 한경면 신창리 1481-21,제주특별자치도 제주시 한경면 한경해안로 485,채비,33.343102999,126.17211299,채비,20240926.0,"[33.343102999, 126.17211299]"
유니호텔,알수없음,시설 상황에 따라 이용 제한,00:00,24:00,False,True,DC콤보,0,4,True,제주시,제주특별자치도 제주시 애월읍 구엄리 1216,제주특별자치도 제주시 애월읍 애월해안로 656,채비,33.479476999,126.373456,채비,20240925.0,"[33.479476999, 126.373456]"
렉서스 제주 전시장,지상1층 주차장,연중무휴,09:00,18:00,True,True,DC차데모+DC콤보,3,4,True,제주시,제주특별자치도 제주시 이호이동 195,제주특별자치도 제주시 일주서로 7661,채비,33.494643,126.465171,채비,20240923.0,"[33.494643, 126.465171]"
렉서스 제주 전시장,지상1층 주차장,연중무휴,09:00,18:00,True,True,AC완속,3,4,True,제주시,제주특별자치도 제주시 이호이동 195,제주특별자치도 제주시 일주서로 7661,채비,33.494643,126.465171,채비,20240926.0,"[33.494643, 126.465171]"
일출식자재마트,지상1층 주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 377,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 77,채비,33.445539,126.917882,채비,20240926.0,"[33.445539, 126.917882]"
한국농어촌공사 제주지역본부,알수없음,연중무휴,09:00,18:00,False,True,DC콤보,0,4,True,제주시,제주특별자치도 제주시 삼양이동 2127-1,제주특별자치도 제주시 선사로 12,채비,33.522557,126.587188,채비,20240926.0,"[33.522557, 126.587188]"
CU제주교래점,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 조천읍 교래리 566,제주특별자치도 제주시 조천읍 비자림로 684,채비,33.436261,126.67904099,채비,20240926.0,"[33.436261, 126.67904099]"
Y리조트제주,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 1888,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,채비,33.2425596,126.3284289,채비,20240926.0,"[33.2425596, 126.3284289]"
물메문화복지센터,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 애월읍 수산리 463-17,제주특별자치도 제주시 애월읍 하소로 161,채비,33.467447079,126.39335379,채비,20240926.0,"[33.467447079, 126.39335379]"
한림리조트,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,제주시,제주특별자치도 제주시 한림읍 협재리 1196,제주특별자치도 제주시 한림읍 협재로 99-1,채비,33.389584658,126.24880351,채비,20240926.0,"[33.389584658, 126.24880351]"
서제주시장 PLAY1045,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 1045,제주특별자치도 서귀포시 안덕면 평화로 801,채비,33.302247,126.33771,채비,20240921.0,"[33.302247, 126.33771]"
태백산 제주본점,지상1층 야외주차장,연중무휴,11:30,22:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 이호이동 177-5,제주특별자치도 제주시 도공로 154-12,채비,33.494754,126.46719799,채비,20240925.0,"[33.494754, 126.46719799]"
남주아파트,아파트 단지 입구 좌측 화단 위,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 연동 2317-1,제주특별자치도 제주시 도령로11길 25,채비,33.492642,126.486057,채비,20240902.0,"[33.492642, 126.486057]"
비슬휴림,101동 전면 주차장 좌측,연중무휴,00:00,24:00,True,False,AC완속,3,0,True,제주시,제주특별자치도 제주시 한림읍 대림리 1204,제주특별자치도 제주시 한림읍 일주서로 5624,채비,33.428398,126.278603,채비,20240924.0,"[33.428398, 126.278603]"
일우한란아파트,102동 좌측 화단 앞,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 외도일동 426-1,제주특별자치도 제주시 도근내길 2,채비,33.49268,126.4314534,채비,20240926.0,"[33.49268, 126.4314534]"
헤르지아하임7차,경비실 우측,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 오라이동 1200,제주특별자치도 제주시 사평4길 15,채비,33.491781,126.512666,채비,20240925.0,"[33.491781, 126.512666]"
오렌지연립주택,아파트 입구 앞 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한림읍 한림리 1253-4,제주특별자치도 제주시 한림읍 한림상로 196-1,채비,33.416066,126.269354,채비,20240925.0,"[33.416066, 126.269354]"
포시즌프렌즈스크린 용담오라점,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 용담이동 2621-10,제주특별자치도 제주시 한천로 29,채비,33.501864,126.508584,채비,20240926.0,"[33.501864, 126.508584]"
아뜨리움 화북,장애인 주차구역 옆 칸,입주민 전용,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 화북이동 3489,제주특별자치도 제주시 연삼로 708-12,채비,33.509501,126.562329,채비,20240926.0,"[33.509501, 126.562329]"
로봇스퀘어,지상1층 야외주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,제주시,제주특별자치도 제주시 구좌읍 한동리 1294-2,제주특별자치도 제주시 구좌읍 해맞이해안로 1030,채비,33.540340442,126.83082824,채비,20240925.0,"[33.540340442, 126.83082824]"
제주경찰청 신청사,지상1층 주차장,연중무휴,09:00,18:00,True,True,AC완속,8,2,True,제주시,제주특별자치도 제주시 노형동 527-1,제주특별자치도 제주시 수목원서길 56,채비,33.467924,126.481447,채비,20240926.0,"[33.467924, 126.481447]"
제주경찰청 신청사,지상1층 주차장,연중무휴,09:00,18:00,True,True,DC차데모+AC3상+DC콤보,8,2,True,제주시,제주특별자치도 제주시 노형동 527-1,제주특별자치도 제주시 수목원서길 56,채비,33.467924,126.481447,채비,20240926.0,"[33.467924, 126.481447]"
도로교통공단 제주지부,지상1층 야외주차장,연중무휴,09:00,18:00,True,True,AC완속,2,2,True,제주시,제주특별자치도 제주시 노형동 3220,제주특별자치도 제주시 노형로 231,채비,33.4747156,126.4647197,채비,20240926.0,"[33.4747156, 126.4647197]"
도로교통공단 제주교통방송,지상1층 야외주차장(건물 뒤 주차장),연중무휴,09:00,18:00,True,False,AC완속,3,0,True,제주시,제주특별자치도 제주시 아라이동 932-1,제주특별자치도 제주시 기자길 101,채비,33.4784766,126.5496261,채비,20240926.0,"[33.4784766, 126.5496261]"
노바운더리제주,지상1층 야외주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 2375-1,제주특별자치도 서귀포시 표선면 번영로 2610,채비,33.4013783,126.784238,채비,20240919.0,"[33.4013783, 126.784238]"
목장카페 밭디,지상1층 야외주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 2867,제주특별자치도 서귀포시 표선면 번영로 2486,채비,33.408451203,126.77277596,채비,20240924.0,"[33.408451203, 126.77277596]"
천우모빌리티 제주,지상1층 필로티주차장,연중무휴,00:00,24:00,True,True,DC콤보,3,6,True,제주시,제주특별자치도 제주시 화북이동 2284,제주특별자치도 제주시 연삼로 759,채비,33.5118762,126.5670278,채비,20240924.0,"[33.5118762, 126.5670278]"
천우모빌리티 제주,지상1층 필로티주차장,연중무휴,00:00,24:00,True,True,AC완속,3,6,True,제주시,제주특별자치도 제주시 화북이동 2284,제주특별자치도 제주시 연삼로 759,채비,33.5118762,126.5670278,채비,20240926.0,"[33.5118762, 126.5670278]"
호텔하루시다,지상1층 야외주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 724,제주특별자치도 서귀포시 안덕면 사계로114번길 130,채비,33.24939,126.308685,채비,20240924.0,"[33.24939, 126.308685]"
엘림피렌체3차아파트,지상1층 야외주차장(주차장 입구 좌측),입주민 전용,00:00,24:00,True,False,AC완속,4,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 1092-1,제주특별자치도 서귀포시 안덕면 화순재남로 5,채비,33.2466314,126.3319373,채비,20240926.0,"[33.2466314, 126.3319373]"
산방산호텔,지상1층 주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 대정읍 안성리 214,제주특별자치도 서귀포시 대정읍 일주서로 2093,채비,33.249668,126.29327,채비,20240925.0,"[33.249668, 126.29327]"
도로교통공단 제주운전면허시험장,지상1층 주차장,연중무휴,09:00,18:00,True,True,DC콤보,1,2,True,제주시,제주특별자치도 제주시 애월읍 소길리 산 211-4,제주특별자치도 제주시 애월읍 평화로 2072,채비,33.4055849,126.3872491,채비,20240925.0,"[33.4055849, 126.3872491]"
도로교통공단 제주운전면허시험장,지상1층 주차장,연중무휴,09:00,18:00,True,True,AC완속,1,2,True,제주시,제주특별자치도 제주시 애월읍 소길리 산 211-4,제주특별자치도 제주시 애월읍 평화로 2072,채비,33.4055849,126.3872491,채비,20240926.0,"[33.4055849, 126.3872491]"
채비 제주 초급속 충전소(완전공용),지상1층  채비 제주 초급속 전기차충전소(구)SK렌터카빌리카지점 입구 진입 후 우측으로 이동,연중무휴,00:00,24:00,False,True,DC콤보,0,20,True,제주시,제주특별자치도 제주시 이호일동 1898-5,제주특별자치도 제주시 덕지2길 6,채비,33.493892,126.449811,채비,20240610.0,"[33.493892, 126.449811]"
레드서브마린,지상1층 야외주차장,연중무휴,00:00,24:00,True,True,AC완속,1,2,True,제주시,,제주특별자치도 제주시 한림읍 귀덕리 3962-3,채비,33.4399541,126.278031,채비,20240923.0,"[33.4399541, 126.278031]"
홈플러스 서귀포점,실내주차장,연중무휴,10:00,22:00,False,True,,0,6,True,서귀포시,제주특별자치도 서귀포시 동홍동 1558,제주특별자치도 서귀포시 중앙로 180,채비,33.260473,126.559941,채비,20240925.0,"[33.260473, 126.559941]"
하수종말처리장(서부),알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,,제주특별자치도 제주시 한경면 일주서로 4641,그리드위즈,33.3702574,126.2065488,그리드위즈,20240923.0,"[33.3702574, 126.2065488]"
나라키움 제주마루 지하1층,지하1층 주차장,연중무휴,09:00,18:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 이도이동 1860-1,제주특별자치도 제주시 중앙로 273,채비,33.496281,126.532665,채비,20240926.0,"[33.496281, 126.532665]"
도남동 우리주택,지상1층 북동쪽 주차박스,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 도남동 825,제주특별자치도 제주시 도남서길 29,채비,33.493586,126.522638,채비,20240924.0,"[33.493586, 126.522638]"
나라키움 제주마루 지상1층,지상1층 주차장,연중무휴,09:00,18:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 이도이동 1860-1,제주특별자치도 제주시 중앙로 273,채비,33.496280999,126.53266499,채비,20240926.0,"[33.496280999, 126.53266499]"
금능이큐테이블,지상1층 건물 좌측 주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 한림읍 금능리 1258,제주특별자치도 제주시 한림읍 금능남1길 6-1,채비,33.38554161,126.22991907,채비,20240925.0,"[33.38554161, 126.22991907]"
폴바셋 제주 이호DT점,지상1층 주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 이호일동 1907-1,제주특별자치도 제주시 일주서로 7513,채비,33.49480189,126.449491,채비,20240925.0,"[33.49480189, 126.449491]"
삼대국수회관협재점,지상1층 입구 좌측 주차장,연중무휴,00:00,24:00,True,True,AC완속,1,2,True,제주시,제주특별자치도 제주시 한림읍 협재리 2765-18,제주특별자치도 제주시 한림읍 금능남로 51,채비,33.3835161,126.2352655,채비,20240925.0,"[33.3835161, 126.2352655]"
삼대국수회관협재점,지상1층 입구 좌측 주차장,연중무휴,00:00,24:00,True,True,DC콤보,1,2,True,제주시,제주특별자치도 제주시 한림읍 협재리 2765-18,제주특별자치도 제주시 한림읍 금능남로 51,채비,33.3835161,126.2352655,채비,20240926.0,"[33.3835161, 126.2352655]"
앰유스토리,지상1층 주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 68,제주특별자치도 서귀포시 남원읍 태위로 740,채비,33.2808521,126.7253259,채비,20240926.0,"[33.2808521, 126.7253259]"
금호제주리조트,지상1층 주차장,연중무휴,00:00,24:00,True,True,DC콤보,2,4,True,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 2390,제주특별자치도 서귀포시 남원읍 태위로 522-12,채비,33.2740562,126.7030014,채비,20240923.0,"[33.2740562, 126.7030014]"
금호제주리조트,지상1층 주차장,연중무휴,00:00,24:00,True,True,AC완속,2,4,True,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 2390,제주특별자치도 서귀포시 남원읍 태위로 522-12,채비,33.2740562,126.7030014,채비,20240925.0,"[33.2740562, 126.7030014]"
평대전복,지상1층 주차장 진입 후 우측,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 구좌읍 평대리 515-9,제주특별자치도 제주시 구좌읍 해맞이해안로 1254-2,채비,33.5317389,126.8470459,채비,20240926.0,"[33.5317389, 126.8470459]"
물고기나무 게스트하우스,지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 삼달리 1037,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,채비,33.3787618,126.8407109,채비,20240925.0,"[33.3787618, 126.8407109]"
카페화가,지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한림읍 명월리 307-8,제주특별자치도 제주시 한림읍 명상로 53,채비,33.374848,126.279576,채비,20240926.0,"[33.374848, 126.279576]"
노형탐라빌아파트,지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 노형동 2512-3,제주특별자치도 제주시 수덕9길 72,채비,33.4839202,126.4711988,채비,20240926.0,"[33.4839202, 126.4711988]"
상지에버그린빌아파트,지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 중문동 2382,제주특별자치도 서귀포시 천제연로214번길 40,채비,33.248279999,126.426064,채비,20240925.0,"[33.248279999, 126.426064]"
제주오설록농장녹차공장,지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 1075-1,제주특별자치도 서귀포시 남원읍 서성로652번길 159-45,채비,33.31705275,126.6828393,채비,20240926.0,"[33.31705275, 126.6828393]"
별돈별 중문귤밭점,지상1층 주차장,연중무휴,12:00,22:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 하원동 1829,제주특별자치도 서귀포시 구산봉로 61,채비,33.260695,126.45281199,채비,20240924.0,"[33.260695, 126.45281199]"
채비 제주 초급속 충전소(완속만비공용),지상1층  채비 제주 초급속 전기차충전소(구)SK렌터카빌리카지점 입구 진입 후 우측으로 이동,연중무휴,00:00,24:00,True,False,AC완속,50,0,True,제주시,제주특별자치도 제주시 이호일동 1898-5,제주특별자치도 제주시 덕지2길 6,채비,33.4938299,126.4499496,채비,20240923.0,"[33.4938299, 126.4499496]"
홈플러스 서귀포점,실내주차장,연중무휴,10:00,22:00,False,True,DC콤보,0,6,True,서귀포시,제주특별자치도 서귀포시 동홍동 1558,제주특별자치도 서귀포시 중앙로 180,채비,33.260473,126.559941,채비,20240926.0,"[33.260473, 126.559941]"
오드랑베이커리앤카페 신촌점,지상1층 주차장,연중무휴,07:00,22:00,False,True,DC콤보,0,3,True,제주시,제주특별자치도 제주시 조천읍 신촌리 1615-2,제주특별자치도 제주시 조천읍 조천우회로 104,채비,33.5244143,126.6210754,채비,20240925.0,"[33.5244143, 126.6210754]"
오드랑베이커리앤카페 신촌점,지상1층 주차장,연중무휴,07:00,22:00,False,True,DC차데모+AC3상+DC콤보,0,3,True,제주시,제주특별자치도 제주시 조천읍 신촌리 1615-2,제주특별자치도 제주시 조천읍 조천우회로 104,채비,33.5244143,126.6210754,채비,20240926.0,"[33.5244143, 126.6210754]"
알프스렌트카,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,3,True,제주시,제주특별자치도 제주시 오라이동 2093-1,제주특별자치도 제주시 연미3길 4,채비,33.48961599,126.5065559,채비,20240912.0,"[33.48961599, 126.5065559]"
알프스렌트카,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,3,True,제주시,제주특별자치도 제주시 오라이동 2093-1,제주특별자치도 제주시 연미3길 4,채비,33.48961599,126.5065559,채비,20240924.0,"[33.48961599, 126.5065559]"
소노벨 제주,주차장,연중무휴,00:00,24:00,True,False,AC완속,4,0,False,제주시,제주특별자치도 제주시 조천읍 함덕리 274,제주특별자치도 제주시 조천읍 신북로 577,이지차저,33.5407732,126.6718882,이지차저,20240926.0,"[33.5407732, 126.6718882]"
소노캄 제주2 (급),주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,1,False,서귀포시,제주특별자치도 서귀포시 표선면 토산리 17,제주특별자치도 서귀포시 표선면 일주동로 6347-17,이지차저,33.3061992,126.7921408,이지차저,20240925.0,"[33.3061992, 126.7921408]"
기아오토큐 신안자동차 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 토평동 3279-9,제주특별자치도 서귀포시 토평공단로115번길 12,이지차저,33.291866351,126.58272423,이지차저,20240926.0,"[33.291866351, 126.58272423]"
기아오토큐 외도점 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,제주시,제주특별자치도 제주시 외도이동 2017,제주특별자치도 제주시 연대마을길 75,이지차저,33.492381619,126.42396426,이지차저,20240925.0,"[33.492381619, 126.42396426]"
기아오토큐 서귀포중부점 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 호근동 806,제주특별자치도 서귀포시 중산간동로 8240-2,이지차저,33.262539084,126.53639574,이지차저,20240926.0,"[33.262539084, 126.53639574]"
청귤로 7길 4 지상주차장,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,False,제주시,제주특별자치도 제주시 이도이동 385-5,제주특별자치도 제주시 청귤로7길 4,이지차저,33.4987913,126.5389067,이지차저,20240926.0,"[33.4987913, 126.5389067]"
유어제주 지상주차장,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 태흥리 206-1,제주특별자치도 서귀포시 남원읍 태신삼석로91번길 6,이지차저,33.30053326,126.75256349,이지차저,20240906.0,"[33.30053326, 126.75256349]"
제주화북동우체국,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,False,제주시,제주특별자치도 제주시 화북일동 1019-6,제주특별자치도 제주시 화삼로 1,이지차저,33.514571799,126.57338388,이지차저,20240925.0,"[33.514571799, 126.57338388]"
켄싱턴리조트 서귀포점 지상주차장,알수없음,연중무휴,00:00,24:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 강정동 2677,제주특별자치도 서귀포시 이어도로 684,이지차저,33.233679507,126.48904037,이지차저,20240924.0,"[33.233679507, 126.48904037]"
하나새마을금고,하나 새마을금고 3층 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,False,제주시,제주특별자치도 제주시 삼도일동 804-1,제주특별자치도 제주시 서사로 40,이지차저,33.5087368,126.5197529,이지차저,20240926.0,"[33.5087368, 126.5197529]"
켄싱턴리조트 제주한림점,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 한림읍 귀덕리 3861,제주특별자치도 제주시 한림읍 한림해안로 530,이지차저,33.435762386,126.27443398,이지차저,20240919.0,"[33.435762386, 126.27443398]"
소노캄 제주 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 표선면 토산리 17,제주특별자치도 서귀포시 표선면 일주동로 6347-17,이지차저,33.305873226,126.79188356,이지차저,20240924.0,"[33.305873226, 126.79188356]"
