충전소위치,충전소위치상세,휴점일,이용가능시작시간,이용가능종료시간,완속충전가능여부,급속충전가능여부,급속충전기타입,완속충전기개수,급속충전기개수,주차료부과여부,행정구역,지번주소,도로명주소,관리업체,위도,경도,제공기관명,기준일,위도경도
제주레포츠랜드,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 조천읍 와흘리 870,제주특별자치도 제주시 조천읍 와흘상서2길 47,파워큐브,33.482324175089,126.6387282392,파워큐브,20240910.0,"[33.482324175089, 126.6387282392]"
흑돈향,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 호근동 1567-4,제주특별자치도 서귀포시 태평로 58,파워큐브,33.244720887694,126.5292483715,파워큐브,20240910.0,"[33.244720887694, 126.5292483715]"
어썸,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 상예동 584-2,제주특별자치도 서귀포시 예래로 31,파워큐브,33.256496641269,126.4025662545,파워큐브,20240925.0,"[33.256496641269, 126.4025662545]"
에피소드,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 한경면 고산리 2115-5,제주특별자치도 제주시 한경면 고조로 62,파워큐브,33.305778083753,126.1880921929,파워큐브,20230220.0,"[33.305778083753, 126.1880921929]"
온평리마을회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 온평리 840-1,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,파워큐브,33.408120991365,126.9001726607,파워큐브,20240913.0,"[33.408120991365, 126.9001726607]"
시온교회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 상효동 1291-6,제주특별자치도 서귀포시 516로 453,파워큐브,33.291251888288,126.5936068631,파워큐브,20240920.0,"[33.291251888288, 126.5936068631]"
꿈의교회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 신효동 1153-4,제주특별자치도 서귀포시 효돈로 75,파워큐브,33.262864512812,126.606904848,파워큐브,20240911.0,"[33.262864512812, 126.606904848]"
대어,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 용담삼동 1032,제주특별자치도 제주시 서해안로 620-12,파워큐브,33.516129421873,126.5030792758,파워큐브,20240423.0,"[33.516129421873, 126.5030792758]"
제주브릭스,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 호근동 479-4,제주특별자치도 서귀포시 태평로 121,파워큐브,33.244619198826,126.535777113,파워큐브,20240919.0,"[33.244619198826, 126.535777113]"
서귀포샘물교회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 동홍동 1298,제주특별자치도 서귀포시 중산간동로 7983,파워큐브,33.264672267218,126.5639062959,파워큐브,20230209.0,"[33.264672267218, 126.5639062959]"
하원마을회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 하원동 480-4,제주특별자치도 서귀포시 하원로 29,파워큐브,33.256728159985,126.4611330073,파워큐브,20240126.0,"[33.256728159985, 126.4611330073]"
파란노을제주애월,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 애월리 2482-1,제주특별자치도 제주시 애월읍 애월로 37,파워큐브,33.462175252626,126.3122700791,파워큐브,20240923.0,"[33.462175252626, 126.3122700791]"
농업회사법인주식회사블랙푸드,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 조천읍 선흘리 2040-1,제주특별자치도 제주시 조천읍 와선로 254,파워큐브,33.48496064983,126.6995957892,파워큐브,20240923.0,"[33.48496064983, 126.6995957892]"
샤이니,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 구좌읍 송당리 1469-6,제주특별자치도 제주시 구좌읍 송당4길 7,파워큐브,33.470682451983,126.7842802629,파워큐브,20240911.0,"[33.470682451983, 126.7842802629]"
바다스케치,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 150,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,파워큐브,33.234932710894,126.309750098,파워큐브,20240910.0,"[33.234932710894, 126.309750098]"
빅타이어조천점,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 조천읍 조천리 1454,제주특별자치도 제주시 조천읍 일주동로 959,파워큐브,33.535282709036,126.6432838771,파워큐브,20240926.0,"[33.535282709036, 126.6432838771]"
레몬트리,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 애월읍 하귀2리 2594-1,제주특별자치도 제주시 애월읍 가문동길 4,파워큐브,33.483930930741,126.3949928569,파워큐브,20220930.0,"[33.483930930741, 126.3949928569]"
귀덕편의점,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 한림읍 귀덕리 4005-1,제주특별자치도 제주시 한림읍 귀덕4길 1,파워큐브,33.437824098635,126.2802959436,파워큐브,20240910.0,"[33.437824098635, 126.2802959436]"
어사촌도야지,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 어음리 2473-4,제주특별자치도 제주시 애월읍 천덕로 440-6,파워큐브,33.41974996655,126.3387651628,파워큐브,20240925.0,"[33.41974996655, 126.3387651628]"
중문아리랑,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 중문동 1799-7,제주특별자치도 서귀포시 1100로 38,파워큐브,33.253946190338,126.4340345167,파워큐브,20220930.0,"[33.253946190338, 126.4340345167]"
성산스튜디오,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 372-1,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,파워큐브,33.444513120032,126.9190852375,파워큐브,20240910.0,"[33.444513120032, 126.9190852375]"
실버스타,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 대정읍 상모리 3959-5,제주특별자치도 서귀포시 대정읍 상모로289번길 16-7,파워큐브,33.222820738953,126.2569084064,파워큐브,20240916.0,"[33.222820738953, 126.2569084064]"
그림리조트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 용담삼동 1020-4,제주특별자치도 제주시 서해안로 620-1,파워큐브,33.516185138737,126.5034836647,파워큐브,20220930.0,"[33.516185138737, 126.5034836647]"
영락리마을회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 대정읍 영락리 1282-2,제주특별자치도 서귀포시 대정읍 영락중동로 11,파워큐브,33.258555338546,126.2109753818,파워큐브,20230404.0,"[33.258555338546, 126.2109753818]"
제주담스파빌,알수없음,연중무휴,00:00,24:00,True,True,AC완속,1,1,True,제주시,제주특별자치도 제주시 한림읍 금능리 1803-2,제주특별자치도 제주시 한림읍 한림로 162,파워큐브,33.385673375319,126.2253177874,파워큐브,20240916.0,"[33.385673375319, 126.2253177874]"
비어라운드,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 구좌읍 하도리 907,제주특별자치도 제주시 구좌읍 하도9길 72,파워큐브,33.51166074039,126.8903283989,파워큐브,20240504.0,"[33.51166074039, 126.8903283989]"
두바퀴펜션,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 대정읍 신도리 2580-1,제주특별자치도 서귀포시 대정읍 도원로 89,파워큐브,33.27898341126,126.17943111,파워큐브,20240910.0,"[33.27898341126, 126.17943111]"
허브인휴양펜션,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한림읍 귀덕리 2731,제주특별자치도 제주시 한림읍 귀덕6길 92-17,파워큐브,33.43564190211,126.2902457707,파워큐브,20240925.0,"[33.43564190211, 126.2902457707]"
세계술박물관,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 표선면 하천리 1814-1,제주특별자치도 서귀포시 표선면 한마음초등로 431,파워큐브,33.353969547141,126.8175944908,파워큐브,20240921.0,"[33.353969547141, 126.8175944908]"
씨앤힐스파펜션,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 고내리 76-1,제주특별자치도 제주시 애월읍 애월해안로 412,파워큐브,33.472965490802,126.3524585718,파워큐브,20240919.0,"[33.472965490802, 126.3524585718]"
제주티에스유스호스텔,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 수망리 972-1,제주특별자치도 서귀포시 남원읍 남조로 861-78,파워큐브,33.343899029791,126.697030232,파워큐브,20220930.0,"[33.343899029791, 126.697030232]"
올레요리조트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 강정동 2498-3,제주특별자치도 서귀포시 이어도로 720,파워큐브,33.234749401282,126.4926905584,파워큐브,20240910.0,"[33.234749401282, 126.4926905584]"
애월리에,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 구엄리 912-2,제주특별자치도 제주시 애월읍 엄수로 8-11,파워큐브,33.473753301047,126.3781302519,파워큐브,20240925.0,"[33.473753301047, 126.3781302519]"
이도교회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 이도이동 1997-8,제주특별자치도 제주시 구남로 46,파워큐브,33.490590302027,126.5349638911,파워큐브,20240923.0,"[33.490590302027, 126.5349638911]"
연암재,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 2880-3,제주특별자치도 서귀포시 안덕면 사계북로 76,파워큐브,33.235077218174,126.296277926,파워큐브,20240926.0,"[33.235077218174, 126.296277926]"
중문미로파크,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 상예동 3600,제주특별자치도 서귀포시 일주서로 1225-5,파워큐브,33.263395972733,126.3819347323,파워큐브,20240926.0,"[33.263395972733, 126.3819347323]"
옛정의골식당,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 532-6,제주특별자치도 서귀포시 표선면 중산간동로 4592,파워큐브,33.389106492912,126.8050492275,파워큐브,20240910.0,"[33.389106492912, 126.8050492275]"
하례2리마을회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 하례리 1742-1,제주특별자치도 서귀포시 남원읍 하례돈야로 83,파워큐브,33.297204671083,126.6088595616,파워큐브,20230512.0,"[33.297204671083, 126.6088595616]"
새서귀포교회,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 강정동 166-5,제주특별자치도 서귀포시 신서로48번길 20-8,파워큐브,33.253167277221,126.5068951879,파워큐브,20230612.0,"[33.253167277221, 126.5068951879]"
눈뫼가름협동조합,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 조천읍 와산리 1401,제주특별자치도 제주시 조천읍 와산남길 20-1,파워큐브,33.48497760695,126.6776372731,파워큐브,20240925.0,"[33.48497760695, 126.6776372731]"
청우가든,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 조천읍 신촌리 649,제주특별자치도 제주시 조천읍 일주동로 792,파워큐브,33.530745110931,126.6259056699,파워큐브,20240910.0,"[33.530745110931, 126.6259056699]"
블랙랜드레이스,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 표선면 세화리 1566-2,제주특별자치도 서귀포시 표선면 일주동로 6343,파워큐브,33.306255157524,126.7943242151,파워큐브,20220930.0,"[33.306255157524, 126.7943242151]"
부웅크리스탈빌3차,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 도남동 196,제주특별자치도 제주시 원남6길 69,파워큐브,33.48368641018,126.5307959785,파워큐브,20240923.0,"[33.48368641018, 126.5307959785]"
(주)다경주택건설,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 구좌읍 월정리 902-1,제주특별자치도 제주시 구좌읍 일주동로 2431,파워큐브,33.4357319,126.9092946,파워큐브,20221122.0,"[33.4357319, 126.9092946]"
민오름태흥누리안빌,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 오라이동 1658,제주특별자치도 제주시 연북로 254-9,파워큐브,33.480049583178,126.5098828073,파워큐브,20240926.0,"[33.480049583178, 126.5098828073]"
제주목화,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 2452,제주특별자치도 서귀포시 남원읍 태위로 485,파워큐브,33.275567511637,126.6989237893,파워큐브,20240912.0,"[33.275567511637, 126.6989237893]"
용담평화베스트빌1차,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 용담일동 235-17,제주특별자치도 제주시 용남길 2,파워큐브,33.508313494071,126.5155869571,파워큐브,20240910.0,"[33.508313494071, 126.5155869571]"
이호리조트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 이호일동 295-1,제주특별자치도 제주시 도리로 106-16,파워큐브,33.499356447242,126.4633536519,파워큐브,20240910.0,"[33.499356447242, 126.4633536519]"
램하우스,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 조천읍 교래리 471-3,제주특별자치도 제주시 조천읍 교래1길 45,파워큐브,33.436921135464,126.6731393394,파워큐브,20220930.0,"[33.436921135464, 126.6731393394]"
월드컵흑돼지,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 법환동 1581,제주특별자치도 서귀포시 월드컵로 74,파워큐브,33.24304042409,126.5051365566,파워큐브,20240910.0,"[33.24304042409, 126.5051365566]"
금단영,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한경면 금등리 658-8,제주특별자치도 제주시 한경면 일주서로 4466,파워큐브,33.361922027024,126.1936222969,파워큐브,20240918.0,"[33.361922027024, 126.1936222969]"
남원자동차공업사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 6-1,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,파워큐브,33.283783409668,126.7238780398,파워큐브,20240911.0,"[33.283783409668, 126.7238780398]"
노형맨션아파트,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 노형동 2523-4,제주특별자치도 제주시 정존3길 12,파워큐브,33.483001239804,126.4733574512,파워큐브,20230114.0,"[33.483001239804, 126.4733574512]"
덕우자동차공업사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 고내리 802,제주특별자치도 제주시 애월읍 일주서로 6372-7,파워큐브,33.461460728544,126.3353249441,파워큐브,20240910.0,"[33.461460728544, 126.3353249441]"
목마,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 화북일동 4117,제주특별자치도 제주시 곤을길 23,파워큐브,33.523083507299,126.5595868846,파워큐브,20240916.0,"[33.523083507299, 126.5595868846]"
뜨레모아5차아파트,알수없음,연중무휴,09:00,18:00,True,False,AC완속,3,0,True,제주시,제주특별자치도 제주시 노형동 686-1,제주특별자치도 제주시 1100로 3213-15,파워큐브,33.474903785235,126.4816387503,파워큐브,20240913.0,"[33.474903785235, 126.4816387503]"
선돌선덕사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 상효동 1156-4,제주특별자치도 서귀포시 516로771번길 64,파워큐브,33.32016515118,126.5936058975,파워큐브,20240925.0,"[33.32016515118, 126.5936058975]"
그린스페이스휴,알수없음,연중무휴,09:00,18:00,True,False,AC완속,3,0,True,제주시,제주특별자치도 제주시 건입동 24-2,제주특별자치도 제주시 연삼로 612-1,파워큐브,33.504690257284,126.5533261218,파워큐브,20240910.0,"[33.504690257284, 126.5533261218]"
놀놀,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 구좌읍 평대리 3283-2,제주특별자치도 제주시 구좌읍 비자림로 2228,파워큐브,33.494572559359,126.8068663856,파워큐브,20240910.0,"[33.494572559359, 126.8068663856]"
별빛하늘,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 157,제주특별자치도 서귀포시 남원읍 중산간동로 6264,파워큐브,33.32267143681,126.701597214,파워큐브,20230906.0,"[33.32267143681, 126.701597214]"
남건휴먼스파스텔빌리지,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 하귀1리 981-3,제주특별자치도 제주시 애월읍 하광로 246,파워큐브,33.466206764731,126.4193456501,파워큐브,20240926.0,"[33.466206764731, 126.4193456501]"
뉴스보이버거펍제주,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 구좌읍 월정리 878,제주특별자치도 제주시 구좌읍 월정1길 27,파워큐브,33.554369071354,126.7906411865,파워큐브,20240507.0,"[33.554369071354, 126.7906411865]"
김경희부동산,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 오라삼동 2550-16,제주특별자치도 제주시 서광로 78-9,파워큐브,33.499520033474,126.5052576117,파워큐브,20240925.0,"[33.499520033474, 126.5052576117]"
선지왓숯불갈비,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 토평동 1158,제주특별자치도 서귀포시 토평남로48번길 15,파워큐브,33.26270495264,126.5920777411,파워큐브,20240925.0,"[33.26270495264, 126.5920777411]"
스테이상상,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 구좌읍 월정리 519,제주특별자치도 제주시 구좌읍 월정7길 55,파워큐브,33.55494,126.7956062,파워큐브,20240905.0,"[33.55494, 126.7956062]"
센트레빌,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 삼양일동 1238-2,제주특별자치도 제주시 일주동로 441,파워큐브,33.522012269835,126.5921951059,파워큐브,20240926.0,"[33.522012269835, 126.5921951059]"
유일헤리지움,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 법환동 550-1,제주특별자치도 서귀포시 법환상로 20,파워큐브,33.2415128,126.5146817,파워큐브,20240926.0,"[33.2415128, 126.5146817]"
다담빌리지,알수없음,연중무휴,09:00,18:00,True,False,AC완속,4,0,True,제주시,제주특별자치도 제주시 조천읍 신촌리 1404-7,제주특별자치도 제주시 조천읍 신조로 27,파워큐브,33.517871775197,126.6228051531,파워큐브,20240926.0,"[33.517871775197, 126.6228051531]"
해피니스빌,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서호동 382,제주특별자치도 서귀포시 서호호근로 143,파워큐브,33.260080833804,126.5235166822,파워큐브,20240925.0,"[33.260080833804, 126.5235166822]"
귀일중학교,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 애월읍 하귀2리 1276,제주특별자치도 제주시 애월읍 항몽로 44,파워큐브,33.479160668401,126.4056213251,파워큐브,20240926.0,"[33.479160668401, 126.4056213251]"
함덕초등학교,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 조천읍 함덕리 287-2,제주특별자치도 제주시 조천읍 일주동로 1231,파워큐브,33.538682636484,126.6716500546,파워큐브,20240926.0,"[33.538682636484, 126.6716500546]"
자유도시빌,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 색달동 1901-1,제주특별자치도 서귀포시 색달로64번길 71,파워큐브,33.261579707033,126.4142596847,파워큐브,20240917.0,"[33.261579707033, 126.4142596847]"
통나무파크,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 납읍리 102,제주특별자치도 제주시 애월읍 도치돌길 293,파워큐브,33.409955602101,126.3658096432,파워큐브,20240926.0,"[33.409955602101, 126.3658096432]"
도평전기차충전소,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 노형동 3608,제주특별자치도 제주시 우평로 38,파워큐브,33.4798645,126.4617911,파워큐브,20240923.0,"[33.4798645, 126.4617911]"
휴팰리스2,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 이도이동 2039-2,제주특별자치도 제주시 도남로 167,파워큐브,33.4870158,126.5328955,파워큐브,20240926.0,"[33.4870158, 126.5328955]"
나무향기민박,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 이호일동 647-1,제주특별자치도 제주시 도리로 62,파워큐브,33.498774909014,126.4589967566,파워큐브,20240910.0,"[33.498774909014, 126.4589967566]"
아름아이빌8차,알수없음,연중무휴,09:00,18:00,True,False,AC완속,4,0,True,제주시,제주특별자치도 제주시 도련일동 1750,제주특별자치도 제주시 매촌2길 71,파워큐브,33.50986703558,126.591412591,파워큐브,20240426.0,"[33.50986703558, 126.591412591]"
서호요양원,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 서호동 551,제주특별자치도 서귀포시 서호호근로238번길 10,파워큐브,33.267939701415,126.520777891,파워큐브,20240925.0,"[33.267939701415, 126.520777891]"
효돈중학교,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 하효동 15-1,제주특별자치도 서귀포시 효돈로 207,파워큐브,33.265359690814,126.6206658546,파워큐브,20240925.0,"[33.265359690814, 126.6206658546]"
플라이진,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 구좌읍 김녕리 3778,제주특별자치도 제주시 구좌읍 김녕항1길 22,파워큐브,33.557140144351,126.745203523,파워큐브,20240926.0,"[33.557140144351, 126.745203523]"
서귀포고등학교,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 동홍동 1460-6,제주특별자치도 서귀포시 중앙로 140,파워큐브,33.257016437987,126.5631072675,파워큐브,20240925.0,"[33.257016437987, 126.5631072675]"
위미중학교,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 위미리 2065-1,제주특별자치도 서귀포시 남원읍 위미상원북로 34,파워큐브,33.280260250658,126.6639903635,파워큐브,20240910.0,"[33.280260250658, 126.6639903635]"
더파스텔팬션,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 1063-7,제주특별자치도 서귀포시 안덕면 화순로 125,파워큐브,33.2460627,126.3329598,파워큐브,20230211.0,"[33.2460627, 126.3329598]"
카페가드니아,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 1476-4,제주특별자치도 서귀포시 표선면 표선동서로 151,파워큐브,33.318064504662,126.8286619766,파워큐브,20240910.0,"[33.318064504662, 126.8286619766]"
머문공간,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 온평리 1142-5,제주특별자치도 서귀포시 성산읍 온평포구로54번길 61,파워큐브,33.396987186396,126.8993985707,파워큐브,20240922.0,"[33.396987186396, 126.8993985707]"
태홍누리안2차,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 이도일동 1244-10,제주특별자치도 제주시 동광로9길 6,파워큐브,33.503214516569,126.5335533038,파워큐브,20240914.0,"[33.503214516569, 126.5335533038]"
오션파크,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 도두일동 2616,제주특별자치도 제주시 도두항서길 53,파워큐브,33.505247683865,126.4638295714,파워큐브,20240910.0,"[33.505247683865, 126.4638295714]"
신한일,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 화북일동 3878,제주특별자치도 제주시 선반로 19,파워큐브,33.515079648002,126.5602258888,파워큐브,20240921.0,"[33.515079648002, 126.5602258888]"
런호텔,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서귀동 411-1,제주특별자치도 서귀포시 태평로431번길 20,파워큐브,33.24713438381,126.5661437936,파워큐브,20240910.0,"[33.24713438381, 126.5661437936]"
남양테크빌,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 아라이동 1448,제주특별자치도 제주시 월두2길 35,파워큐브,33.483802975849,126.5475974015,파워큐브,20240926.0,"[33.483802975849, 126.5475974015]"
우성자동차공업사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 토평동 3271-5,제주특별자치도 서귀포시 토평공단로 145,파워큐브,33.293954786932,126.5810630705,파워큐브,20240917.0,"[33.293954786932, 126.5810630705]"
올레민박,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 온평리 1068-2,제주특별자치도 서귀포시 성산읍 온평포구로 63,파워큐브,33.40260848479,126.90241918661,파워큐브,20240910.0,"[33.40260848479, 126.90241918661]"
산방자동차공업사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 2370-1,제주특별자치도 서귀포시 안덕면 서광남로 50,파워큐브,33.278439338191,126.3036372505,파워큐브,20240910.0,"[33.278439338191, 126.3036372505]"
마린뷰빌리지,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한경면 용수리 4224-1,제주특별자치도 제주시 한경면 용수3길 45,파워큐브,33.324695247248,126.1649555143,파워큐브,20220930.0,"[33.324695247248, 126.1649555143]"
이디오라게,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 하예동 1566,제주특별자치도 서귀포시 예래로 411,파워큐브,33.236187814148,126.3738263067,파워큐브,20240719.0,"[33.236187814148, 126.3738263067]"
